Age_Bracket,City,Monthly_Income,Dietary_Style,Weekly_Workouts,Orders_Per_Week,Avg_Spend_Order,Primary_Occasions,Interest_Calorie_Control,Alcohol_Consumption_Freq,Drink_Preference,Max_Set_Calories,Favourite_Flavours,Spirits_Enjoyed,Openness_Zero_Proof,Fair_Price_Bundle,Importance_Local_Ingredients,Likely_Try_30_Days,Likely_Reorder_Score,Preferred_Loyalty_Benefit
18-24,Kolkata,50534.0,Vegetarian,5,2,2000.0,"Dinner, Post-work drinks",5,1-2× month,Equal,600,"Earthy, Herbal",Gin,Maybe,1 000-1 200,4,Yes,4,Cocktail upgrade
35-44,Kolkata,20000.0,Omni,3,5,1138.0,Lunch,3,2-3× week,Equal,600,Citrus,Tequila,Never,800-1 000,5,Maybe,4,Points
25-34,Mumbai,54145.0,Omni,1,0,2000.0,Post-work drinks,4,1× week,Equal,700,Earthy,"Gin, Vodka",Maybe,800-1 000,5,Maybe,3,Nutrition consult
25-34,Chennai,101192.0,Omni,0,0,2000.0,"Dinner, Lunch, Post-work drinks, Weekend treat",3,1× week,Equal,700,Spicy,"Vodka, Whisky",Maybe,1 000-1 200,5,Yes,5,Cocktail upgrade
35-44,Mumbai,28707.0,Omni,1,4,1138.0,"Dinner, Lunch, Post-work drinks",4,Never,Mocktails,500,"Citrus, Earthy",None,Yes definitely,1 000-1 200,4,Yes,3,Points
25-34,Hyderabad,20000.0,Keto,2,2,1152.0,Lunch,5,2-3× week,Equal,400,"Fruity, Spicy",Gin,Maybe,1 000-1 200,3,Maybe,3,Free delivery
45-54,Chennai,56408.0,Omni,4,2,2000.0,Post-work drinks,4,1× week,Mocktails,500,Earthy,"Rum, Tequila, Whisky",Yes definitely,800-1 000,4,No,2,Points
35-44,Mumbai,59196.0,Omni,4,4,2000.0,"Lunch, Weekend treat",5,1-2× month,Equal,600,Citrus,Whisky,Maybe,800-1 000,5,Maybe,3,Nutrition consult
55+,Chennai,22019.0,Omni,5,3,1283.0,"Dinner, Lunch, Post-work drinks",2,1× week,Cocktails,500,Earthy,"Vodka, Whisky",Unlikely,800-1 000,5,Yes,4,Points
35-44,Chennai,33527.0,Omni,0,2,1340.0,Dinner,2,2-3× week,Equal,700,"Earthy, Fruity, Spicy","Rum, Vodka",Unlikely,>1 200,4,Maybe,3,Nutrition consult
45-54,Chennai,70968.0,Other,0,2,2000.0,"Lunch, Weekend treat",3,1× week,Mocktails,400,"Citrus, Herbal","Rum, Vodka",Yes definitely,1 000-1 200,3,Yes,5,Cocktail upgrade
25-34,Delhi,58753.0,Keto,6,2,2000.0,"Dinner, Weekend treat",4,Never,Mocktails,500,Fruity,None,Yes definitely,<800,5,Maybe,4,Points
35-44,Delhi,20000.0,Omni,4,4,990.0,Lunch,5,1-2× month,Equal,700,Citrus,"Tequila, Vodka",Maybe,800-1 000,5,Maybe,3,Points
25-34,Kolkata,20000.0,Omni,5,0,970.0,Weekend treat,5,Never,Mocktails,600,Herbal,None,Yes definitely,1 000-1 200,4,Yes,5,Cocktail upgrade
45-54,Delhi,42395.0,Omni,1,1,1870.0,Dinner,4,1-2× month,Equal,600,Fruity,"Tequila, Vodka",Unlikely,800-1 000,5,Yes,3,Free delivery
18-24,Delhi,40286.0,Vegan,4,1,1658.0,Post-work drinks,4,Daily,Cocktails,600,"Fruity, Herbal",Gin,Yes definitely,>1 200,4,Yes,5,Points
35-44,Mumbai,26557.0,Omni,3,1,1235.0,Dinner,4,Never,Mocktails,500,"Herbal, Spicy",None,Yes definitely,<800,1,Yes,5,Free delivery
18-24,Bengaluru,37979.0,Keto,4,2,1714.0,Dinner,5,1-2× month,Equal,600,"Citrus, Spicy","Gin, Rum, Whisky",Maybe,800-1 000,1,No,1,Cocktail upgrade
18-24,Kolkata,20000.0,Vegetarian,1,0,1051.0,Lunch,5,1-2× month,Cocktails,400,"Citrus, Smoky",Tequila,Maybe,>1 200,4,No,1,Cocktail upgrade
25-34,Mumbai,38828.0,Vegetarian,0,0,1599.0,Post-work drinks,5,1× week,Mocktails,600,"Earthy, Spicy",Tequila,Maybe,1 000-1 200,4,Yes,5,Points
45-54,Pune,40337.0,Omni,6,2,1750.0,Post-work drinks,5,1-2× month,Cocktails,500,"Citrus, Smoky",Gin,Maybe,1 000-1 200,4,Maybe,3,Cocktail upgrade
55+,Delhi,51122.0,Vegetarian,1,3,2000.0,"Lunch, Weekend treat",5,1-2× month,Mocktails,400,Earthy,Whisky,Maybe,>1 200,4,Maybe,2,Points
25-34,Mumbai,20000.0,Omni,1,1,986.0,Weekend treat,5,1-2× month,Equal,500,Earthy,Tequila,Unlikely,800-1 000,5,Maybe,3,Nutrition consult
18-24,Bengaluru,35209.0,Other,2,3,1490.0,Lunch,4,1-2× month,Equal,600,"Fruity, Smoky",Tequila,Unlikely,800-1 000,4,Yes,4,Cocktail upgrade
25-34,Mumbai,23852.0,Vegetarian,0,1,2357.0,"Lunch, Post-work drinks",5,Never,Mocktails,500,"Citrus, Herbal, Smoky",None,Yes definitely,800-1 000,5,No,2,Points
35-44,Mumbai,33535.0,Omni,5,0,2925.0,Dinner,4,Daily,Cocktails,600,"Earthy, Smoky, Spicy","Gin, Rum, Tequila",Yes definitely,1 000-1 200,5,Yes,5,Points
25-34,Mumbai,20000.0,Omni,4,2,895.0,"Dinner, Post-work drinks",5,1-2× month,Cocktails,600,"Fruity, Spicy",Gin,Maybe,1 000-1 200,2,Yes,4,Cocktail upgrade
35-44,Delhi,52525.0,Keto,0,1,2000.0,Post-work drinks,4,Never,Mocktails,500,"Earthy, Herbal, Smoky, Spicy",None,Yes definitely,>1 200,4,Maybe,3,Nutrition consult
45-54,Hyderabad,28726.0,Vegetarian,0,4,1276.0,Post-work drinks,4,1× week,Avoid all,400,Citrus,Vodka,Never,<800,4,No,1,Nutrition consult
35-44,Mumbai,25700.0,Omni,1,2,1366.0,Weekend treat,5,1× week,Avoid all,500,Fruity,Gin,Unlikely,1 000-1 200,5,No,2,Free delivery
45-54,Delhi,36852.0,Omni,4,1,1636.0,Weekend treat,2,1-2× month,Cocktails,600,"Earthy, Herbal, Spicy",Rum,Maybe,800-1 000,2,Yes,5,Cocktail upgrade
35-44,Kolkata,22873.0,Keto,3,2,1069.0,Post-work drinks,5,1-2× month,Cocktails,600,Earthy,"Vodka, Whisky",Unlikely,1 000-1 200,5,Yes,4,Points
18-24,Mumbai,20000.0,Vegan,6,2,1157.0,Post-work drinks,5,2-3× week,Cocktails,400,"Earthy, Herbal, Smoky",Rum,Yes definitely,800-1 000,5,Yes,4,Nutrition consult
25-34,Mumbai,20000.0,Omni,0,0,1039.0,Post-work drinks,2,1× week,Mocktails,500,Earthy,Tequila,Maybe,>1 200,5,Maybe,3,Points
35-44,Bengaluru,29549.0,Vegan,2,3,1378.0,Dinner,3,Never,Mocktails,500,"Citrus, Earthy, Fruity, Smoky, Spicy",None,Yes definitely,800-1 000,1,Maybe,3,Free delivery
45-54,Hyderabad,20000.0,Vegan,7,2,908.0,Dinner,5,2-3× week,Cocktails,500,Smoky,"Tequila, Whisky",Unlikely,1 000-1 200,1,Yes,3,Free delivery
18-24,Delhi,38800.0,Omni,0,1,1980.0,Dinner,4,1-2× month,Equal,500,"Fruity, Smoky","Gin, Vodka, Whisky",Yes definitely,1 000-1 200,4,Maybe,3,Cocktail upgrade
25-34,Delhi,41360.0,Keto,0,0,1848.0,Post-work drinks,4,Never,Mocktails,500,Smoky,None,Yes definitely,<800,4,No,1,Cocktail upgrade
18-24,Hyderabad,20000.0,Omni,0,3,959.0,"Lunch, Weekend treat",3,1-2× month,Cocktails,600,"Citrus, Earthy",Rum,Maybe,1 000-1 200,4,Yes,3,Free delivery
35-44,Mumbai,23487.0,Omni,3,2,947.0,"Dinner, Weekend treat",5,1× week,Cocktails,500,Smoky,Tequila,Maybe,800-1 000,5,Maybe,2,Free delivery
18-24,Bengaluru,34102.0,Omni,1,2,1629.0,"Post-work drinks, Weekend treat",5,2-3× week,Equal,500,"Herbal, Smoky",Whisky,Unlikely,<800,4,Yes,4,Free delivery
18-24,Mumbai,20000.0,Other,1,0,929.0,Post-work drinks,4,2-3× week,Mocktails,500,Smoky,Whisky,Maybe,1 000-1 200,5,Maybe,4,Points
35-44,Kolkata,25109.0,Vegan,0,2,1071.0,Dinner,3,1-2× month,Cocktails,500,Earthy,Vodka,Maybe,>1 200,5,Yes,5,Free delivery
55+,Pune,21017.0,Omni,2,2,1000.0,"Dinner, Lunch, Post-work drinks, Weekend treat",3,1× week,Cocktails,700,"Smoky, Spicy","Rum, Whisky",Unlikely,800-1 000,5,Maybe,3,Free delivery
18-24,Bengaluru,37683.0,Keto,2,0,1775.0,"Dinner, Lunch, Post-work drinks",4,1× week,Cocktails,400,"Citrus, Smoky",Tequila,Yes definitely,1 000-1 200,5,Maybe,2,Cocktail upgrade
25-34,Pune,37612.0,Keto,4,2,1671.0,Dinner,3,1× week,Cocktails,600,Smoky,"Gin, Tequila",Unlikely,>1 200,1,Maybe,4,Free delivery
18-24,Hyderabad,20000.0,Vegetarian,5,4,900.0,"Lunch, Weekend treat",5,1-2× month,Mocktails,600,Fruity,Vodka,Maybe,800-1 000,3,Yes,5,Free delivery
25-34,Delhi,21593.0,Omni,2,1,1079.0,Post-work drinks,3,Never,Mocktails,600,"Earthy, Smoky",None,Yes definitely,1 000-1 200,3,Yes,5,Nutrition consult
35-44,Chennai,20000.0,Omni,6,2,917.0,Post-work drinks,4,2-3× week,Equal,700,"Fruity, Smoky, Spicy",Rum,Unlikely,>1 200,3,Maybe,2,Cocktail upgrade
25-34,Kolkata,20000.0,Vegetarian,2,0,979.0,Weekend treat,3,1-2× month,Cocktails,600,"Citrus, Earthy","Rum, Tequila",Maybe,<800,4,Yes,3,Cocktail upgrade
35-44,Delhi,32961.0,Vegetarian,7,0,1348.0,"Lunch, Post-work drinks",2,1× week,Equal,600,Citrus,Whisky,Unlikely,>1 200,4,No,1,Free delivery
25-34,Bengaluru,43240.0,Omni,1,1,1847.0,"Dinner, Weekend treat",5,Never,Mocktails,600,Citrus,None,Yes definitely,800-1 000,5,Yes,4,Points
18-24,Delhi,20000.0,Omni,4,5,1063.0,Dinner,3,Never,Mocktails,700,Spicy,None,Yes definitely,<800,5,Yes,5,Points
35-44,Mumbai,41266.0,Omni,6,1,1777.0,Dinner,5,1-2× month,Avoid all,700,Smoky,Tequila,Maybe,>1 200,5,Maybe,2,Free delivery
18-24,Delhi,49411.0,Other,2,0,2000.0,Weekend treat,5,1× week,Cocktails,500,"Herbal, Spicy",Gin,Maybe,800-1 000,5,Maybe,3,Cocktail upgrade
25-34,Mumbai,20000.0,Vegan,2,3,1130.0,"Post-work drinks, Weekend treat",2,1-2× month,Avoid all,600,"Earthy, Herbal",Vodka,Yes definitely,800-1 000,4,No,1,Cocktail upgrade
25-34,Mumbai,37313.0,Vegetarian,2,2,1701.0,Post-work drinks,5,1-2× month,Cocktails,700,"Citrus, Fruity",Tequila,Unlikely,800-1 000,4,Yes,3,Cocktail upgrade
18-24,Bengaluru,74334.0,Omni,0,0,2000.0,"Dinner, Post-work drinks, Weekend treat",3,1× week,Mocktails,600,"Citrus, Fruity, Herbal",Whisky,Maybe,800-1 000,3,Yes,5,Free delivery
45-54,Chennai,20000.0,Omni,7,2,1172.0,"Dinner, Weekend treat",5,2-3× week,Equal,500,Earthy,Tequila,Maybe,800-1 000,2,Maybe,4,Free delivery
25-34,Kolkata,38917.0,Omni,2,2,1831.0,Dinner,5,1-2× month,Equal,500,"Citrus, Fruity",Tequila,Never,1 000-1 200,4,Maybe,2,Free delivery
25-34,Chennai,20000.0,Vegan,3,5,1023.0,"Dinner, Weekend treat",5,Never,Mocktails,500,Smoky,None,Yes definitely,1 000-1 200,1,Yes,3,Points
18-24,Hyderabad,80000.0,Omni,0,1,2000.0,"Dinner, Lunch, Post-work drinks, Weekend treat",3,1-2× month,Mocktails,500,"Earthy, Spicy",Whisky,Yes definitely,800-1 000,4,No,1,Points
45-54,Mumbai,24614.0,Vegetarian,2,0,1191.0,"Lunch, Post-work drinks, Weekend treat",3,2-3× week,Mocktails,500,Earthy,Gin,Yes definitely,1 000-1 200,5,Maybe,3,Free delivery
45-54,Hyderabad,20443.0,Vegan,0,1,830.0,Dinner,5,1-2× month,Equal,400,"Citrus, Herbal","Gin, Rum",Unlikely,<800,1,No,1,Points
25-34,Pune,21003.0,Vegetarian,0,1,750.0,Dinner,2,Never,Mocktails,500,"Citrus, Earthy",None,Yes definitely,1 000-1 200,5,Yes,4,Free delivery
35-44,Pune,23879.0,Omni,7,2,1126.0,Weekend treat,5,1-2× month,Avoid all,400,"Citrus, Fruity","Rum, Tequila",Yes definitely,>1 200,5,Yes,3,Free delivery
55+,Hyderabad,39402.0,Omni,4,2,1846.0,"Lunch, Weekend treat",5,1× week,Mocktails,600,"Citrus, Earthy, Fruity, Herbal",Tequila,Never,800-1 000,5,Yes,5,Points
35-44,Mumbai,29819.0,Omni,1,3,1432.0,Dinner,4,1× week,Cocktails,500,"Citrus, Earthy, Smoky",Gin,Never,800-1 000,4,Yes,5,Free delivery
18-24,Delhi,29437.0,Omni,1,4,1374.0,"Post-work drinks, Weekend treat",4,1× week,Cocktails,500,"Herbal, Smoky, Spicy","Rum, Tequila, Vodka, Whisky",Never,1 000-1 200,4,Maybe,2,Cocktail upgrade
18-24,Chennai,63376.0,Omni,1,3,2000.0,Lunch,3,1-2× month,Cocktails,400,"Earthy, Herbal, Spicy",Tequila,Never,800-1 000,5,Yes,4,Nutrition consult
18-24,Pune,34544.0,Other,5,4,1459.0,Post-work drinks,5,Never,Mocktails,500,"Earthy, Herbal, Spicy",None,Yes definitely,1 000-1 200,5,Yes,4,Nutrition consult
25-34,Kolkata,33867.0,Omni,0,2,1505.0,"Dinner, Post-work drinks",5,1-2× month,Cocktails,500,"Fruity, Herbal, Spicy","Gin, Rum, Tequila",Yes definitely,1 000-1 200,5,Yes,4,Points
18-24,Hyderabad,31417.0,Omni,1,4,1427.0,"Lunch, Post-work drinks",2,1-2× month,Cocktails,500,Fruity,"Rum, Tequila, Whisky",Never,1 000-1 200,2,Maybe,4,Points
25-34,Bengaluru,20000.0,Vegetarian,2,5,979.0,Dinner,3,1× week,Equal,600,"Earthy, Fruity, Herbal",Vodka,Unlikely,1 000-1 200,4,Maybe,3,Nutrition consult
25-34,Delhi,23211.0,Other,0,0,1164.0,Post-work drinks,2,1× week,Equal,500,Citrus,"Gin, Tequila, Vodka",Never,800-1 000,3,Yes,4,Points
25-34,Hyderabad,29335.0,Omni,6,2,1471.0,Weekend treat,5,Never,Mocktails,500,Fruity,None,Yes definitely,1 000-1 200,4,No,1,Points
55+,Hyderabad,40201.0,Vegetarian,0,3,1771.0,Post-work drinks,4,Never,Mocktails,500,"Citrus, Earthy",None,Yes definitely,1 000-1 200,4,Yes,3,Nutrition consult
25-34,Mumbai,20943.0,Vegetarian,3,3,1002.0,Post-work drinks,5,1-2× month,Cocktails,600,Spicy,Whisky,Maybe,800-1 000,4,Yes,3,Free delivery
18-24,Chennai,20625.0,Omni,0,3,894.0,Lunch,5,Never,Mocktails,500,Earthy,None,Yes definitely,<800,2,No,2,Cocktail upgrade
35-44,Mumbai,36024.0,Omni,7,2,1534.0,Weekend treat,5,Never,Mocktails,600,"Citrus, Earthy, Fruity, Herbal, Spicy",None,Yes definitely,800-1 000,5,Yes,4,Points
55+,Delhi,20000.0,Vegan,3,1,1014.0,Post-work drinks,1,1× week,Cocktails,400,"Citrus, Spicy",Whisky,Maybe,800-1 000,3,Maybe,3,Points
35-44,Chennai,22032.0,Omni,1,5,1060.0,Post-work drinks,3,1-2× month,Cocktails,600,Fruity,"Tequila, Vodka",Unlikely,1 000-1 200,5,Yes,3,Points
25-34,Hyderabad,43224.0,Vegetarian,4,1,1960.0,Dinner,5,2-3× week,Cocktails,600,"Herbal, Smoky, Spicy",Vodka,Unlikely,<800,4,Yes,5,Free delivery
25-34,Delhi,27602.0,Omni,0,3,1252.0,Weekend treat,5,1× week,Equal,500,Fruity,Rum,Maybe,800-1 000,5,No,2,Points
25-34,Mumbai,70314.0,Vegetarian,1,2,2000.0,"Dinner, Post-work drinks, Weekend treat",4,1-2× month,Equal,500,Herbal,Rum,Maybe,>1 200,5,No,1,Free delivery
45-54,Hyderabad,33374.0,Vegetarian,5,4,1432.0,Lunch,4,1-2× month,Cocktails,500,Citrus,Rum,Never,1 000-1 200,5,Yes,3,Nutrition consult
18-24,Chennai,22061.0,Vegetarian,1,2,1210.0,"Dinner, Post-work drinks, Weekend treat",5,Daily,Cocktails,500,"Citrus, Herbal, Spicy","Rum, Tequila, Whisky",Yes definitely,800-1 000,5,No,1,Points
25-34,Mumbai,59189.0,Omni,3,2,2000.0,Lunch,5,1-2× month,Cocktails,600,Herbal,"Gin, Tequila",Unlikely,800-1 000,2,Yes,3,Points
35-44,Delhi,41355.0,Omni,4,3,1938.0,Lunch,5,Never,Mocktails,500,Smoky,None,Yes definitely,>1 200,4,Yes,4,Nutrition consult
25-34,Kolkata,40986.0,Omni,5,4,1987.0,Lunch,4,1-2× month,Cocktails,600,"Citrus, Herbal, Smoky",Rum,Unlikely,<800,5,Yes,5,Free delivery
18-24,Hyderabad,20000.0,Omni,0,3,1014.0,Dinner,5,Never,Mocktails,500,Fruity,None,Yes definitely,<800,5,No,2,Cocktail upgrade
25-34,Delhi,20000.0,Vegetarian,0,1,890.0,"Lunch, Weekend treat",4,Never,Mocktails,500,"Citrus, Smoky",None,Yes definitely,>1 200,5,Maybe,3,Cocktail upgrade
25-34,Mumbai,20000.0,Omni,0,0,1055.0,"Dinner, Lunch",3,Never,Mocktails,600,Spicy,None,Yes definitely,1 000-1 200,4,No,1,Points
25-34,Hyderabad,31273.0,Vegetarian,6,1,1608.0,Dinner,5,1× week,Mocktails,400,"Citrus, Fruity",Vodka,Maybe,1 000-1 200,4,Yes,5,Nutrition consult
45-54,Mumbai,31350.0,Vegetarian,0,6,1291.0,Post-work drinks,4,1-2× month,Cocktails,400,"Citrus, Spicy","Vodka, Whisky",Unlikely,>1 200,4,No,2,Points
25-34,Mumbai,23048.0,Vegan,5,1,1134.0,"Lunch, Post-work drinks, Weekend treat",5,1-2× month,Mocktails,500,Fruity,"Rum, Vodka",Maybe,800-1 000,2,Yes,3,Points
25-34,Mumbai,20000.0,Vegetarian,6,0,1016.0,"Dinner, Weekend treat",5,Never,Mocktails,500,"Citrus, Herbal, Smoky, Spicy",None,Yes definitely,<800,4,Yes,4,Nutrition consult
45-54,Delhi,20000.0,Vegan,2,2,917.0,"Dinner, Lunch, Weekend treat",3,1-2× month,Cocktails,700,"Citrus, Earthy, Herbal","Tequila, Vodka",Unlikely,<800,4,Yes,4,Points
18-24,Kolkata,20000.0,Omni,1,5,1226.0,Post-work drinks,4,1-2× month,Mocktails,600,Spicy,Gin,Maybe,800-1 000,4,Maybe,4,Free delivery
45-54,Bengaluru,61692.0,Omni,0,3,2000.0,Dinner,5,1× week,Mocktails,400,Fruity,Rum,Yes definitely,800-1 000,3,No,1,Free delivery
55+,Delhi,26675.0,Vegan,5,0,1169.0,"Lunch, Weekend treat",5,1-2× month,Cocktails,600,"Fruity, Spicy",Rum,Unlikely,1 000-1 200,4,Maybe,4,Cocktail upgrade
55+,Mumbai,26894.0,Omni,3,0,1395.0,"Lunch, Post-work drinks",4,2-3× week,Cocktails,500,Citrus,Whisky,Never,800-1 000,4,Yes,4,Points
35-44,Bengaluru,53396.0,Vegetarian,2,0,2000.0,"Dinner, Lunch, Post-work drinks",3,1-2× month,Cocktails,600,Smoky,"Gin, Vodka, Whisky",Yes definitely,1 000-1 200,3,Yes,4,Free delivery
25-34,Kolkata,20000.0,Omni,3,5,1084.0,"Lunch, Weekend treat",5,1-2× month,Avoid all,400,Earthy,Tequila,Yes definitely,1 000-1 200,3,Yes,4,Points
25-34,Bengaluru,22588.0,Omni,0,3,1119.0,Lunch,3,1-2× month,Cocktails,700,"Citrus, Fruity, Spicy",Whisky,Maybe,>1 200,5,Yes,4,Points
18-24,Mumbai,37239.0,Vegetarian,5,1,1674.0,Dinner,2,Daily,Cocktails,700,"Earthy, Fruity, Herbal, Smoky",Gin,Maybe,<800,5,No,1,Points
35-44,Chennai,46677.0,Omni,1,5,2000.0,Post-work drinks,4,2-3× week,Avoid all,600,Earthy,"Vodka, Whisky",Maybe,<800,1,Maybe,2,Points
25-34,Mumbai,28473.0,Omni,2,2,1312.0,Lunch,5,1-2× month,Mocktails,700,Earthy,"Gin, Rum, Tequila",Unlikely,800-1 000,4,Yes,4,Cocktail upgrade
25-34,Pune,20051.0,Vegetarian,1,0,1011.0,Weekend treat,5,1-2× month,Equal,500,"Citrus, Earthy, Spicy",Gin,Yes definitely,>1 200,4,Maybe,3,Nutrition consult
25-34,Kolkata,118961.0,Other,3,3,4000.0,Weekend treat,5,2-3× week,Equal,500,Earthy,Gin,Yes definitely,1 000-1 200,5,Yes,3,Nutrition consult
25-34,Mumbai,20000.0,Omni,6,5,954.0,"Dinner, Post-work drinks",4,Never,Mocktails,500,"Herbal, Smoky",None,Yes definitely,1 000-1 200,3,Yes,4,Points
25-34,Pune,29074.0,Omni,2,2,1210.0,Post-work drinks,4,1-2× month,Mocktails,700,Spicy,Gin,Yes definitely,1 000-1 200,1,Yes,4,Free delivery
25-34,Chennai,37570.0,Omni,3,1,1595.0,Weekend treat,5,Daily,Equal,400,Spicy,Rum,Unlikely,<800,5,Yes,4,Nutrition consult
45-54,Hyderabad,45631.0,Omni,0,0,2000.0,Post-work drinks,4,Never,Mocktails,400,"Citrus, Herbal",None,Yes definitely,800-1 000,3,No,1,Points
18-24,Delhi,25052.0,Omni,2,3,1146.0,Post-work drinks,4,1-2× month,Cocktails,600,"Herbal, Smoky",Whisky,Yes definitely,1 000-1 200,5,Yes,4,Free delivery
18-24,Mumbai,52005.0,Omni,6,4,4000.0,"Dinner, Lunch",5,2-3× week,Cocktails,400,Herbal,Rum,Maybe,1 000-1 200,5,No,1,Free delivery
25-34,Bengaluru,27178.0,Keto,3,4,1418.0,"Dinner, Weekend treat",3,2-3× week,Mocktails,400,"Citrus, Fruity, Smoky, Spicy","Gin, Tequila",Yes definitely,>1 200,1,Yes,4,Points
25-34,Pune,30886.0,Omni,0,1,1453.0,Post-work drinks,5,Never,Mocktails,500,"Fruity, Herbal, Spicy",None,Yes definitely,<800,4,Maybe,3,Free delivery
35-44,Pune,48059.0,Vegetarian,1,0,2000.0,Dinner,4,1-2× month,Equal,500,"Earthy, Fruity, Herbal","Rum, Whisky",Maybe,800-1 000,3,Yes,3,Free delivery
35-44,Delhi,52738.0,Vegetarian,6,0,2000.0,Lunch,5,2-3× week,Equal,400,Spicy,"Gin, Vodka, Whisky",Maybe,800-1 000,4,Maybe,3,Points
45-54,Chennai,29549.0,Omni,2,5,1321.0,Lunch,5,1-2× month,Cocktails,500,"Earthy, Herbal, Smoky",Rum,Maybe,<800,4,Yes,4,Nutrition consult
25-34,Mumbai,20000.0,Omni,5,2,1009.0,Lunch,5,1× week,Equal,700,Fruity,"Tequila, Vodka",Maybe,800-1 000,4,Yes,4,Free delivery
25-34,Kolkata,73654.0,Omni,2,1,2000.0,"Lunch, Weekend treat",5,Never,Mocktails,500,Spicy,None,Yes definitely,800-1 000,4,No,1,Cocktail upgrade
25-34,Chennai,21181.0,Omni,1,4,1129.0,Post-work drinks,1,1-2× month,Mocktails,500,"Citrus, Smoky, Spicy","Gin, Tequila, Vodka",Maybe,1 000-1 200,3,Yes,4,Cocktail upgrade
35-44,Mumbai,20000.0,Omni,1,1,913.0,Weekend treat,4,1× week,Cocktails,600,Spicy,Rum,Unlikely,1 000-1 200,5,Yes,3,Points
45-54,Pune,54667.0,Omni,0,3,2000.0,Lunch,4,1-2× month,Cocktails,600,Fruity,"Tequila, Vodka",Yes definitely,1 000-1 200,3,Yes,4,Free delivery
18-24,Bengaluru,20000.0,Omni,7,2,997.0,"Lunch, Post-work drinks, Weekend treat",5,1-2× month,Cocktails,500,Smoky,"Gin, Rum",Maybe,>1 200,3,Maybe,2,Free delivery
45-54,Bengaluru,32365.0,Keto,0,4,1545.0,Dinner,5,2-3× week,Equal,500,Smoky,Rum,Unlikely,800-1 000,4,Yes,5,Points
45-54,Delhi,35467.0,Omni,1,3,1658.0,"Lunch, Post-work drinks, Weekend treat",5,1× week,Cocktails,600,"Earthy, Fruity, Smoky",Tequila,Maybe,1 000-1 200,5,Yes,5,Free delivery
25-34,Kolkata,54991.0,Vegetarian,2,2,2000.0,Dinner,5,Never,Mocktails,500,"Citrus, Earthy, Herbal",None,Yes definitely,800-1 000,4,Yes,4,Free delivery
35-44,Delhi,33716.0,Omni,3,0,1626.0,"Dinner, Post-work drinks",5,Daily,Mocktails,600,Citrus,Tequila,Yes definitely,800-1 000,5,Yes,4,Points
45-54,Mumbai,59201.0,Omni,3,0,2000.0,"Dinner, Weekend treat",2,Never,Mocktails,700,"Citrus, Earthy, Fruity, Smoky",None,Yes definitely,1 000-1 200,5,Yes,4,Nutrition consult
35-44,Mumbai,20000.0,Keto,1,1,1243.0,Dinner,4,Never,Mocktails,400,Earthy,None,Yes definitely,>1 200,4,No,1,Free delivery
45-54,Delhi,20000.0,Omni,1,1,915.0,"Dinner, Weekend treat",5,2-3× week,Cocktails,500,"Citrus, Fruity, Spicy",Gin,Unlikely,<800,5,Yes,4,Cocktail upgrade
18-24,Delhi,56705.0,Omni,4,1,2000.0,"Dinner, Lunch, Post-work drinks",4,1× week,Cocktails,500,"Earthy, Fruity, Herbal, Smoky",Gin,Yes definitely,800-1 000,4,Maybe,3,Points
45-54,Kolkata,27596.0,Omni,4,1,1379.0,"Dinner, Lunch, Post-work drinks, Weekend treat",5,Daily,Mocktails,400,"Fruity, Spicy",Vodka,Yes definitely,800-1 000,5,Yes,3,Free delivery
25-34,Mumbai,41269.0,Vegan,2,1,1836.0,"Dinner, Lunch",4,Never,Mocktails,400,"Smoky, Spicy",None,Yes definitely,>1 200,3,Yes,4,Free delivery
25-34,Hyderabad,21443.0,Vegetarian,5,1,1824.0,"Dinner, Post-work drinks",4,1-2× month,Equal,400,"Fruity, Smoky",Whisky,Maybe,<800,1,Yes,4,Points
25-34,Bengaluru,53643.0,Vegan,4,1,2000.0,Lunch,5,1× week,Mocktails,500,"Earthy, Herbal",Tequila,Maybe,1 000-1 200,4,Maybe,3,Nutrition consult
25-34,Mumbai,33339.0,Omni,1,1,1541.0,Post-work drinks,2,1× week,Cocktails,600,"Earthy, Smoky, Spicy",Gin,Unlikely,1 000-1 200,5,Yes,4,Free delivery
18-24,Mumbai,20000.0,Keto,2,1,1095.0,Lunch,5,2-3× week,Equal,500,Spicy,Tequila,Unlikely,800-1 000,4,No,1,Free delivery
35-44,Mumbai,20000.0,Keto,1,1,1023.0,Lunch,2,2-3× week,Equal,600,Citrus,"Tequila, Vodka, Whisky",Maybe,1 000-1 200,2,Maybe,4,Points
18-24,Chennai,24270.0,Omni,2,3,1148.0,Post-work drinks,4,Never,Mocktails,500,"Citrus, Fruity, Spicy",None,Yes definitely,1 000-1 200,3,Yes,5,Cocktail upgrade
18-24,Mumbai,20000.0,Other,4,3,888.0,"Dinner, Lunch",4,2-3× week,Equal,400,Spicy,Whisky,Unlikely,800-1 000,2,Maybe,2,Cocktail upgrade
35-44,Chennai,20000.0,Omni,0,2,916.0,Lunch,4,2-3× week,Cocktails,500,"Earthy, Herbal, Smoky",Vodka,Yes definitely,1 000-1 200,2,No,1,Points
35-44,Mumbai,54956.0,Vegetarian,4,4,2000.0,Lunch,5,1-2× month,Mocktails,600,"Smoky, Spicy",Rum,Unlikely,>1 200,1,Yes,4,Nutrition consult
